ID,smiles,CREATION_DATE,Series,CAN_SMILES
H3D-003298,NC1CCN(C1)c1cc(nc(n1)NCc1ccc2c(c1)OCO2)-c1ccc(cc1)C#N,2018/02/26,THQ,N#Cc1ccc(-c2cc(N3CCC(N)C3)nc(NCc3ccc4c(c3)OCO4)n2)cc1
H3D-003270,NS(=O)(=O)c1cccc(c1)-c1ccc2nccc(c2n1)-c1ccncc1,2018/02/26,Compound III,NS(=O)(=O)c1cccc(-c2ccc3nccc(-c4ccncc4)c3n2)c1
H3D-003297,NC1CCN(CC1)c1nc(nc2c1CCCC2)NCCc1ccccc1,2018/02/26,THQ,NC1CCN(c2nc(NCCc3ccccc3)nc3c2CCCC3)CC1
H3D-003295,Clc1ccc2n(c(nc2c1)N1CCOCC1)Cc1ccccc1,2018/02/26,Benzimidazoles,Clc1ccc2c(c1)nc(N1CCOCC1)n2Cc1ccccc1
H3D-003294,Cc1cc(nn1C1=NC(=CC(=O)N1)C(F)(F)F)-c1ccccc1,2018/02/26,TBMMV57,Cc1cc(-c2ccccc2)nn1-c1nc(C(F)(F)F)cc(=O)[nH]1
H3D-003293,O=C1NC(=NC(=C1)c1ccc(nc1)N1CCOCC1)c1ccc(cc1)N1CCOCC1,2018/02/26,TBMMV57,O=c1cc(-c2ccc(N3CCOCC3)nc2)nc(-c2ccc(N3CCOCC3)cc2)[nH]1
H3D-003292,OC1=NC(=CC(=O)N1)c1ccccc1,2018/02/26,TBMMV57,O=c1cc(-c2ccccc2)nc(O)[nH]1
H3D-003291,CS(=O)(=O)Nc1cccc(c1)-c1ccc2nccc(c2n1)-c1ccncc1,2018/02/26,Compound III,CS(=O)(=O)Nc1cccc(-c2ccc3nccc(-c4ccncc4)c3n2)c1
H3D-003290,OC(=O)c1ccccc1NC(=O)CN1CCC(CC1)NC(=O)c1ccc(c(c1)F)F,2018/02/26,AMI,O=C(CN1CCC(NC(=O)c2ccc(F)c(F)c2)CC1)Nc1ccccc1C(=O)O
H3D-003289,FC1(F)CCC(CC1)c1nc2cnc(cc2[nH]1)Nc1cc(ccn1)C#N,2018/02/26,SFK59,N#Cc1ccnc(Nc2cc3[nH]c(C4CCC(F)(F)CC4)nc3cn2)c1
H3D-003296,C1CN(CCN1)c1nc2cccnc2n1Cc1ccccc1,2018/02/26,Benzimidazoles,c1ccc(Cn2c(N3CCNCC3)nc3cccnc32)cc1
H3D-003230,NS(=O)(=O)c1cncc(c1)-c1ccc2nccc(c2n1)-c1ccc(cc1)OC(F)(F)F,2018/02/26,Compound III,NS(=O)(=O)c1cncc(-c2ccc3nccc(-c4ccc(OC(F)(F)F)cc4)c3n2)c1
H3D-003269,CS(=O)(=O)c1cccc(c1)-c1ccc2nccc(c2n1)-c1ccncc1,2018/02/26,Compound III,CS(=O)(=O)c1cccc(-c2ccc3nccc(-c4ccncc4)c3n2)c1
H3D-003267,CCNc1cc(nn1C1=NC(=CC(=O)N1)c1ccncc1)C,2018/02/26,TBMMV57,CCNc1cc(C)nn1-c1nc(-c2ccncc2)cc(=O)[nH]1
H3D-003246,CC(C)(C)OC(=O)N1CCN(CCNc2nccc3[nH]c(nc23)-c2ccc(c(c2)F)F)CC1,2018/02/26,SFK53,CC(C)(C)OC(=O)N1CCN(CCNc2nccc3[nH]c(-c4ccc(F)c(F)c4)nc23)CC1
H3D-003245,NC1CCN(C1)c1nccc2[nH]c(nc12)-c1ccc(c(c1)F)F,2018/02/26,SFK53,NC1CCN(c2nccc3[nH]c(-c4ccc(F)c(F)c4)nc23)C1
H3D-003244,Fc1ccc(cc1F)-c1nc2c(nccc2[nH]1)NC1CCC(F)(F)CC1,2018/02/26,SFK53,Fc1ccc(-c2nc3c(NC4CCC(F)(F)CC4)nccc3[nH]2)cc1F
H3D-003243,Fc1ccc(cc1F)-c1nc2c(nccc2[nH]1)N1CCN(CC1)c1ccccc1,2018/02/26,SFK53,Fc1ccc(-c2nc3c(N4CCN(c5ccccc5)CC4)nccc3[nH]2)cc1F
H3D-003242,CS(=O)(=O)NC1CCN(CC1)c1nccc2[nH]c(nc12)-c1ccc(c(c1)F)F,2018/02/26,SFK53,CS(=O)(=O)NC1CCN(c2nccc3[nH]c(-c4ccc(F)c(F)c4)nc23)CC1
H3D-003241,CC(=O)NC1CCN(CC1)c1nccc2[nH]c(nc12)-c1ccc(c(c1)F)F,2018/02/26,SFK53,CC(=O)NC1CCN(c2nccc3[nH]c(-c4ccc(F)c(F)c4)nc23)CC1
H3D-003240,NC1CCN(CC1)c1nccc2[nH]c(nc12)-c1ccc(c(c1)F)F,2018/02/26,SFK53,NC1CCN(c2nccc3[nH]c(-c4ccc(F)c(F)c4)nc23)CC1
H3D-003239,COC(=O)c1ccc(cc1)C1=NC(=CC(=O)N1)c1ccc(cc1)C(=O)OC,2018/02/26,TBMMV57,COC(=O)c1ccc(-c2cc(=O)[nH]c(-c3ccc(C(=O)OC)cc3)n2)cc1
H3D-003238,Cc1cc(n(n1)C1=NC(=CC(=O)N1)N1CCN(CC1)C(=O)c1cccnc1)C,2018/02/26,TBMMV57,Cc1cc(C)n(-c2nc(N3CCN(C(=O)c4cccnc4)CC3)cc(=O)[nH]2)n1
H3D-003237,O=C(N1CCNCC1)c1ccnc(c1)Nc1cc2[nH]c(nc2cn1)C1CC1,2018/02/26,SFK59,O=C(c1ccnc(Nc2cc3[nH]c(C4CC4)nc3cn2)c1)N1CCNCC1
H3D-003236,Cc1cc(n2nc(nc2n1)C(=O)NS(=O)(=O)c1ccccc1OC(F)(F)F)C,2018/02/26,TBDup2,Cc1cc(C)n2nc(C(=O)NS(=O)(=O)c3ccccc3OC(F)(F)F)nc2n1
